SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
53688,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,18-12-2024 18:00,295
53689,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,18-12-2024 19:00,280
53690,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,18-12-2024 20:00,275.5
53691,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,18-12-2024 21:00,279
53692,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,18-12-2024 22:00,279.5
53693,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,18-12-2024 23:00,264.5
53694,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,19-12-2024 00:00,263.5
53695,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,19-12-2024 01:00,275.5
53696,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,19-12-2024 02:00,270
53697,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,19-12-2024 03:00,256
53698,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,19-12-2024 04:00,256
53699,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,19-12-2024 05:00,252.5
53700,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,19-12-2024 06:00,253.5
53701,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,19-12-2024 07:00,261.5
53702,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,19-12-2024 08:00,285.5
53703,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,19-12-2024 09:00,300
53704,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,19-12-2024 10:00,311
53705,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,19-12-2024 11:00,323
53706,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,19-12-2024 13:00,341.5
53707,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,19-12-2024 14:00,345.5
53708,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,19-12-2024 15:00,345.5
53709,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,19-12-2024 16:00,339.5
53710,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,19-12-2024 17:00,322.5
53711,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,19-12-2024 18:00,319
53712,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,19-12-2024 19:00,313
53713,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,19-12-2024 20:00,314
53714,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,19-12-2024 21:00,308.5
53715,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,19-12-2024 22:00,307.5
53716,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,19-12-2024 23:00,306.5
53717,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,20-12-2024 00:00,309
53718,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,20-12-2024 01:00,302
53719,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,20-12-2024 02:00,296
53720,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,20-12-2024 03:00,292
53721,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,20-12-2024 04:00,287.5
53722,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,20-12-2024 05:00,285
53723,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,20-12-2024 06:00,291.5
53724,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,20-12-2024 07:00,300
53725,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,20-12-2024 08:00,309.5
53726,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,20-12-2024 09:00,321
53727,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,20-12-2024 10:00,330.5
53728,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,20-12-2024 11:00,337.5
53729,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,20-12-2024 12:00,347
53730,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,20-12-2024 13:00,353.5
53731,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,20-12-2024 14:00,352.5
53732,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,20-12-2024 15:00,351.5
53733,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,20-12-2024 16:00,344
53734,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,20-12-2024 17:00,329.5
53735,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,20-12-2024 18:00,321.5
53736,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,20-12-2024 19:00,314
53737,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,20-12-2024 20:00,309
53738,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,20-12-2024 21:00,309
53739,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,20-12-2024 22:00,308
53740,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,20-12-2024 23:00,308
53741,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,21-12-2024 00:00,296
53742,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,21-12-2024 01:00,291
53743,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,21-12-2024 02:00,293.5
53744,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,21-12-2024 03:00,299
53745,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,21-12-2024 04:00,299.5
53746,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,21-12-2024 05:00,290.5
53747,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,21-12-2024 06:00,290
53748,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,21-12-2024 07:00,300.5
53749,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,21-12-2024 08:00,311
53750,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,21-12-2024 09:00,315.5
53751,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,21-12-2024 10:00,325.5
53752,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,21-12-2024 11:00,332.5
53753,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,21-12-2024 12:00,341
53754,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,21-12-2024 13:00,347.5
53755,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,21-12-2024 14:00,348
53756,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,21-12-2024 15:00,346.5
53757,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,21-12-2024 16:00,341
53758,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,21-12-2024 17:00,330.5
53759,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,21-12-2024 18:00,322.5
53760,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,21-12-2024 19:00,318
53761,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,21-12-2024 20:00,308
53762,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,21-12-2024 21:00,304
53763,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,21-12-2024 23:00,293.5
53764,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,22-12-2024 00:00,305.5
53765,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,22-12-2024 01:00,301
53766,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,22-12-2024 02:00,291.5
53767,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,22-12-2024 03:00,295.5
53768,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,22-12-2024 04:00,286.5
53769,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,22-12-2024 05:00,294
53770,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,22-12-2024 06:00,292
53771,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,22-12-2024 07:00,296
53772,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,22-12-2024 08:00,301.5
53773,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,22-12-2024 09:00,312
53774,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,22-12-2024 10:00,321
53775,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,22-12-2024 11:00,333.5
53776,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,22-12-2024 12:00,344.5
53777,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,22-12-2024 13:00,345
53778,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,22-12-2024 14:00,343
53779,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,22-12-2024 15:00,342
53780,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,22-12-2024 16:00,336.5
53781,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,22-12-2024 17:00,320.5
53782,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,22-12-2024 18:00,308.5
53783,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,22-12-2024 19:00,305
53784,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,22-12-2024 20:00,305
53785,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,22-12-2024 21:00,303
53786,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,22-12-2024 22:00,296
53787,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,22-12-2024 23:00,292.5
53788,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,23-12-2024 00:00,295
53789,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,23-12-2024 01:00,293
53790,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,23-12-2024 02:00,296.5
53791,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,23-12-2024 03:00,289.5
53792,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,23-12-2024 04:00,281
53793,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,23-12-2024 05:00,279.5
53794,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,23-12-2024 06:00,287
53795,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,23-12-2024 07:00,291.5
53796,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,23-12-2024 08:00,304
53797,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,23-12-2024 09:00,323.5
53798,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,23-12-2024 10:00,331
53799,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,23-12-2024 11:00,340.5
53800,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,23-12-2024 12:00,346.5
53801,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,23-12-2024 13:00,349
53802,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,23-12-2024 14:00,347
53803,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,23-12-2024 15:00,344
53804,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,23-12-2024 16:00,338
53805,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,23-12-2024 17:00,324
53806,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,23-12-2024 19:00,313
53807,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,23-12-2024 20:00,308.5
53808,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,23-12-2024 21:00,308
53809,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,23-12-2024 22:00,303
53810,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,23-12-2024 23:00,298
53811,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,24-12-2024 00:00,296
53812,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,24-12-2024 01:00,293
53813,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,24-12-2024 02:00,292.5
53814,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,24-12-2024 03:00,294.5
53815,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,24-12-2024 04:00,288.5
53816,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,24-12-2024 05:00,281.5
53817,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,24-12-2024 06:00,280.5
53818,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,24-12-2024 07:00,288.5
53819,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,24-12-2024 08:00,303.5
53820,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,24-12-2024 09:00,318.5
53821,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,24-12-2024 10:00,333.5
53822,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,24-12-2024 11:00,340
53823,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,24-12-2024 12:00,345
53824,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,24-12-2024 13:00,343.5
53825,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,24-12-2024 14:00,344.5
53826,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,24-12-2024 15:00,343.5
53827,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,24-12-2024 16:00,340
53828,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,24-12-2024 17:00,331.5
53829,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,24-12-2024 18:00,328.5
53830,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,24-12-2024 19:00,316.5
53831,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,24-12-2024 20:00,316.5
53832,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,24-12-2024 21:00,312
53833,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,24-12-2024 22:00,309
53834,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,24-12-2024 23:00,308
53835,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,25-12-2024 00:00,305.5
53836,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,25-12-2024 01:00,300
53837,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,25-12-2024 02:00,298
53838,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,25-12-2024 03:00,296
53839,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,25-12-2024 04:00,296.5
53840,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,25-12-2024 05:00,289.5
53841,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,25-12-2024 06:00,291
53842,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,25-12-2024 07:00,296.5
53843,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,25-12-2024 08:00,309
53844,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,25-12-2024 09:00,319
53845,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,25-12-2024 10:00,328.5
53846,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,25-12-2024 11:00,332.5
53847,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,25-12-2024 12:00,346
53848,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,25-12-2024 13:00,346
53849,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,25-12-2024 14:00,344.5
53850,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,25-12-2024 15:00,342
53851,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,25-12-2024 16:00,338
53852,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,25-12-2024 17:00,328
53853,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,25-12-2024 18:00,316.5
53854,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,25-12-2024 19:00,311.5
53855,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,25-12-2024 20:00,308.5
53856,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,25-12-2024 21:00,313
53857,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,25-12-2024 22:00,314
53858,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,25-12-2024 23:00,314
53859,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,26-12-2024 00:00,308
53860,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,26-12-2024 01:00,308
53861,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,26-12-2024 02:00,303.5
53862,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,26-12-2024 03:00,307
53863,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,26-12-2024 04:00,307.5
53864,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,26-12-2024 05:00,303
53865,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,26-12-2024 06:00,303
53866,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,26-12-2024 08:00,317
53867,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,26-12-2024 13:00,342.5
53868,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,26-12-2024 14:00,341.5
53869,Satnala project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.64400000,78.66400000,26-12-2024 15:00,343.5
