SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,rainfall_mm,date,hour
31817,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-10-16 00:00:00,1.5,2021-10-16,0
31818,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-10-16 00:00:00,1.5,2021-10-16,0
31819,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-10-18 14:00:00,0.5,2021-10-18,14
31820,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-10-29 15:00:00,6.0,2021-10-29,15
31821,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-10-29 15:00:00,6.0,2021-10-29,15
31822,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-10-29 16:00:00,2.5,2021-10-29,16
31823,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-10-29 16:00:00,2.5,2021-10-29,16
31824,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-10-29 17:00:00,0.5,2021-10-29,17
31825,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-10-29 18:00:00,3.5,2021-10-29,18
31826,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-10-29 18:00:00,3.5,2021-10-29,18
31827,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-10-29 19:00:00,0.5,2021-10-29,19
31828,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-10-29 19:00:00,0.5,2021-10-29,19
31829,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-01 15:00:00,0.5,2021-11-01,15
31830,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-01 15:00:00,0.5,2021-11-01,15
31831,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-04 12:00:00,0.5,2021-11-04,12
31832,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-04 12:00:00,0.5,2021-11-04,12
31833,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-08 09:00:00,80.5,2021-11-08,9
31834,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-08 09:00:00,80.5,2021-11-08,9
31835,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-11 07:00:00,0.5,2021-11-11,7
31836,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-11 07:00:00,0.5,2021-11-11,7
31837,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-11 08:00:00,1.5,2021-11-11,8
31838,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-11 08:00:00,1.5,2021-11-11,8
31839,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-11 09:00:00,2.0,2021-11-11,9
31840,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-11 09:00:00,2.0,2021-11-11,9
31841,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-11 10:00:00,0.5,2021-11-11,10
31842,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-11 10:00:00,0.5,2021-11-11,10
31843,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-12 03:00:00,0.5,2021-11-12,3
31844,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-12 03:00:00,0.5,2021-11-12,3
31845,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-12 04:00:00,1.0,2021-11-12,4
31846,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-12 04:00:00,1.0,2021-11-12,4
31847,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-12 05:00:00,2.0,2021-11-12,5
31848,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-12 05:00:00,2.0,2021-11-12,5
31849,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-12 06:00:00,2.5,2021-11-12,6
31850,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-12 06:00:00,2.5,2021-11-12,6
31851,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-12 07:00:00,3.0,2021-11-12,7
31852,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-12 07:00:00,3.0,2021-11-12,7
31853,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-12 08:00:00,3.5,2021-11-12,8
31854,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-12 08:00:00,3.5,2021-11-12,8
31855,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-12 09:00:00,3.5,2021-11-12,9
31856,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-12 09:00:00,3.5,2021-11-12,9
31857,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-12 11:00:00,233.5,2021-11-12,11
31858,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-12 11:00:00,233.5,2021-11-12,11
31859,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-13 15:00:00,0.5,2021-11-13,15
31860,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-13 15:00:00,0.5,2021-11-13,15
31861,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-13 16:00:00,0.5,2021-11-13,16
31862,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-13 16:00:00,0.5,2021-11-13,16
31863,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-14 08:00:00,0.5,2021-11-14,8
31864,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-14 08:00:00,0.5,2021-11-14,8
31865,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-14 22:00:00,3.0,2021-11-14,22
31866,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-14 22:00:00,3.0,2021-11-14,22
31867,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-15 15:00:00,0.5,2021-11-15,15
31868,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-15 15:00:00,0.5,2021-11-15,15
31869,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-16 15:00:00,2.5,2021-11-16,15
31870,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-16 15:00:00,2.5,2021-11-16,15
31871,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-19 04:00:00,0.5,2021-11-19,4
31872,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-19 04:00:00,0.5,2021-11-19,4
31873,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-19 06:00:00,0.5,2021-11-19,6
31874,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-19 06:00:00,0.5,2021-11-19,6
31875,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-19 10:00:00,0.5,2021-11-19,10
31876,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-19 10:00:00,0.5,2021-11-19,10
31877,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-19 11:00:00,0.5,2021-11-19,11
31878,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-19 11:00:00,0.5,2021-11-19,11
31879,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-19 14:00:00,0.5,2021-11-19,14
31880,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-19 14:00:00,0.5,2021-11-19,14
31881,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-19 18:00:00,0.5,2021-11-19,18
31882,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-19 18:00:00,0.5,2021-11-19,18
31883,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-19 19:00:00,0.5,2021-11-19,19
31884,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-19 19:00:00,0.5,2021-11-19,19
31885,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-19 21:00:00,0.5,2021-11-19,21
31886,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-19 21:00:00,0.5,2021-11-19,21
31887,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-20 01:00:00,0.5,2021-11-20,1
31888,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-20 01:00:00,0.5,2021-11-20,1
31889,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-20 04:00:00,0.5,2021-11-20,4
31890,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-20 04:00:00,0.5,2021-11-20,4
31891,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-20 05:00:00,1.0,2021-11-20,5
31892,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-20 05:00:00,1.0,2021-11-20,5
31893,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-20 06:00:00,2.0,2021-11-20,6
31894,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-20 06:00:00,2.0,2021-11-20,6
31895,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-20 07:00:00,2.0,2021-11-20,7
31896,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-20 07:00:00,2.0,2021-11-20,7
31897,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-20 08:00:00,2.5,2021-11-20,8
31898,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-20 08:00:00,2.5,2021-11-20,8
31899,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-20 09:00:00,2.5,2021-11-20,9
31900,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-20 09:00:00,2.5,2021-11-20,9
31901,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-20 14:00:00,0.5,2021-11-20,14
31902,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-20 14:00:00,0.5,2021-11-20,14
31903,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-20 17:00:00,4.0,2021-11-20,17
31904,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-20 17:00:00,4.0,2021-11-20,17
31905,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-20 18:00:00,1.0,2021-11-20,18
31906,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-20 18:00:00,1.0,2021-11-20,18
31907,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-21 16:00:00,0.5,2021-11-21,16
31908,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-21 16:00:00,0.5,2021-11-21,16
31909,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-22 00:00:00,1.0,2021-11-22,0
31910,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-22 00:00:00,1.0,2021-11-22,0
31911,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-22 01:00:00,0.5,2021-11-22,1
31912,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-22 01:00:00,0.5,2021-11-22,1
31913,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-23 17:00:00,5.5,2021-11-23,17
31914,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-23 17:00:00,5.5,2021-11-23,17
31915,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-28 19:00:00,0.5,2021-11-28,19
31916,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-28 19:00:00,0.5,2021-11-28,19
31917,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-28 20:00:00,1.5,2021-11-28,20
31918,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-28 20:00:00,1.5,2021-11-28,20
31919,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-28 21:00:00,1.0,2021-11-28,21
31920,Prakasam Barrage APSW,Andhra Pradesh SW,28,Andhra Pradesh,510,KRISHNA,VIJAYAWADA(U),-,-,Krishna,Krishna,Lower Krishna,-,-,Lower Krishna,16.50611111,80.60472222,2021-11-28 21:00:00,1.0,2021-11-28,21
