SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,rainfall_mm,date,hour
16138,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-01-30 09:00:00,313.0,2025-01-30,9
16139,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-01-30 12:00:00,339.0,2025-01-30,12
16140,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-01-30 15:00:00,0.5,2025-01-30,15
16141,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-01-30 17:00:00,340.5,2025-01-30,17
16142,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-01-31 02:00:00,306.5,2025-01-31,2
16143,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-01-31 04:00:00,302.5,2025-01-31,4
16144,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-01-31 05:00:00,298.5,2025-01-31,5
16145,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-01-31 06:00:00,298.0,2025-01-31,6
16146,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-01-31 11:00:00,347.0,2025-01-31,11
16147,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-01-31 15:00:00,359.0,2025-01-31,15
16148,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-01-31 20:00:00,331.0,2025-01-31,20
16149,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-01 00:00:00,313.0,2025-02-01,0
16150,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-01 03:00:00,313.5,2025-02-01,3
16151,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-01 04:00:00,310.0,2025-02-01,4
16152,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-01 05:00:00,304.5,2025-02-01,5
16153,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-01 15:00:00,357.0,2025-02-01,15
16154,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-01 16:00:00,353.0,2025-02-01,16
16155,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-03 14:00:00,359.5,2025-02-03,14
16156,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-04 00:00:00,305.5,2025-02-04,0
16157,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-04 10:00:00,0.5,2025-02-04,10
16158,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-09 18:00:00,0.5,2025-02-09,18
16159,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-09 19:00:00,0.5,2025-02-09,19
16160,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-10 09:00:00,0.5,2025-02-10,9
16161,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-11 13:00:00,0.5,2025-02-11,13
16162,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-14 15:00:00,360.0,2025-02-14,15
16163,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-15 15:00:00,1.0,2025-02-15,15
16164,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-16 14:00:00,0.5,2025-02-16,14
16165,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-17 09:00:00,335.5,2025-02-17,9
16166,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-17 11:00:00,0.5,2025-02-17,11
16167,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-18 09:00:00,0.5,2025-02-18,9
16168,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-19 15:00:00,364.5,2025-02-19,15
16169,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-20 05:00:00,317.0,2025-02-20,5
16170,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-20 18:30:00,-2.0,2025-02-20,18
16171,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-20 19:30:00,443.5,2025-02-20,19
16172,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-24 08:00:00,331.5,2025-02-24,8
16173,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-24 10:00:00,348.0,2025-02-24,10
16174,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-24 11:00:00,354.5,2025-02-24,11
16175,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-24 12:00:00,356.5,2025-02-24,12
16176,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-24 13:00:00,356.0,2025-02-24,13
16177,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-24 14:00:00,359.0,2025-02-24,14
16178,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-24 15:00:00,358.5,2025-02-24,15
16179,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-24 16:00:00,356.5,2025-02-24,16
16180,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-24 17:00:00,351.5,2025-02-24,17
16181,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-24 19:00:00,341.0,2025-02-24,19
16182,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-25 05:00:00,302.0,2025-02-25,5
16183,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-25 06:00:00,297.0,2025-02-25,6
16184,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-25 07:00:00,315.0,2025-02-25,7
16185,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-25 08:00:00,332.0,2025-02-25,8
16186,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-25 09:00:00,341.5,2025-02-25,9
16187,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-25 10:00:00,348.5,2025-02-25,10
16188,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-25 11:00:00,351.5,2025-02-25,11
16189,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-25 14:00:00,358.0,2025-02-25,14
16190,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-25 17:00:00,350.5,2025-02-25,17
16191,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-25 18:00:00,344.5,2025-02-25,18
16192,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-25 19:00:00,339.0,2025-02-25,19
16193,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-27 13:00:00,357.0,2025-02-27,13
16194,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-27 17:00:00,345.0,2025-02-27,17
16195,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-28 05:00:00,298.5,2025-02-28,5
16196,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-28 09:00:00,329.5,2025-02-28,9
16197,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-28 11:00:00,349.5,2025-02-28,11
16198,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-28 15:00:00,358.5,2025-02-28,15
16199,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-28 16:00:00,357.0,2025-02-28,16
16200,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-28 17:00:00,350.0,2025-02-28,17
16201,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-28 18:00:00,345.5,2025-02-28,18
16202,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-02-28 19:00:00,339.5,2025-02-28,19
16203,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-01 09:00:00,335.0,2025-03-01,9
16204,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-01 13:00:00,360.0,2025-03-01,13
16205,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-01 16:00:00,360.5,2025-03-01,16
16206,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-01 18:00:00,348.5,2025-03-01,18
16207,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-03 09:00:00,347.5,2025-03-03,9
16208,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-03 11:00:00,366.0,2025-03-03,11
16209,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-03 13:00:00,365.0,2025-03-03,13
16210,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-03 16:00:00,364.0,2025-03-03,16
16211,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-04 15:00:00,367.0,2025-03-04,15
16212,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-05 12:00:00,371.5,2025-03-05,12
16213,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-05 13:00:00,106.5,2025-03-05,13
16214,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-05 15:00:00,366.0,2025-03-05,15
16215,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-08 12:00:00,367.0,2025-03-08,12
16216,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-10 08:00:00,315.5,2025-03-10,8
16217,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-10 12:00:00,352.5,2025-03-10,12
16218,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-10 18:00:00,348.0,2025-03-10,18
16219,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-11 06:00:00,297.0,2025-03-11,6
16220,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-11 14:30:00,-115.5,2025-03-11,14
16221,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-11 16:00:00,360.5,2025-03-11,16
16222,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-11 19:00:00,346.5,2025-03-11,19
16223,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-12 08:00:00,128.0,2025-03-12,8
16224,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-12 19:00:00,354.5,2025-03-12,19
16225,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-13 08:00:00,335.0,2025-03-13,8
16226,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-13 09:00:00,168.5,2025-03-13,9
16227,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-13 16:00:00,370.5,2025-03-13,16
16228,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-15 11:00:00,368.0,2025-03-15,11
16229,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-15 12:00:00,187.0,2025-03-15,12
16230,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-15 16:00:00,374.0,2025-03-15,16
16231,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-15 19:00:00,356.0,2025-03-15,19
16232,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-16 09:00:00,350.0,2025-03-16,9
16233,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-16 15:00:00,380.5,2025-03-16,15
16234,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-16 17:00:00,373.0,2025-03-16,17
16235,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-17 11:00:00,372.0,2025-03-17,11
16236,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-17 13:00:00,380.5,2025-03-17,13
16237,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-18 10:00:00,363.5,2025-03-18,10
16238,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-18 14:00:00,378.0,2025-03-18,14
16239,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-03-19 02:00:00,2.5,2025-03-19,2
16240,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-04-11 08:00:00,0.5,2025-04-11,8
16241,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-04-11 09:00:00,0.5,2025-04-11,9
16242,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-04-16 21:00:00,1.0,2025-04-16,21
16243,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-04-16 22:00:00,2.0,2025-04-16,22
16244,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-04-20 20:00:00,20.5,2025-04-20,20
16245,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-04-20 23:00:00,5.0,2025-04-20,23
16246,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-04-21 00:00:00,1.0,2025-04-21,0
16247,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-04-30 22:00:00,6.0,2025-04-30,22
16248,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-05-02 23:00:00,4.5,2025-05-02,23
16249,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-05-03 00:00:00,2.5,2025-05-03,0
16250,Gollapalli Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,ANANTAPUR,-,-,Pennar,Pennar,-,-,-,Pennar,14.19388889,77.57277778,2025-05-13 05:00:00,18.5,2025-05-13,5
