SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,rainfall_mm,date,hour
16769,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-07 22:00:00,3.5,2023-09-07,22
16770,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-08 18:00:00,0.5,2023-09-08,18
16771,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-12 08:00:00,0.5,2023-09-12,8
16772,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-12 09:00:00,0.5,2023-09-12,9
16773,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-14 06:00:00,1.5,2023-09-14,6
16774,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-14 07:00:00,1.5,2023-09-14,7
16775,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-14 08:00:00,1.0,2023-09-14,8
16776,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-14 14:00:00,0.5,2023-09-14,14
16777,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-14 15:00:00,0.5,2023-09-14,15
16778,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-15 05:00:00,5.0,2023-09-15,5
16779,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-15 06:00:00,2.0,2023-09-15,6
16780,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-15 19:00:00,0.5,2023-09-15,19
16781,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-15 20:00:00,0.5,2023-09-15,20
16782,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-17 07:00:00,0.5,2023-09-17,7
16783,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-20 21:00:00,0.5,2023-09-20,21
16784,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-20 22:00:00,1.5,2023-09-20,22
16785,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-20 23:00:00,0.5,2023-09-20,23
16786,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-21 00:00:00,0.5,2023-09-21,0
16787,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-21 15:00:00,6.0,2023-09-21,15
16788,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-21 16:00:00,1.5,2023-09-21,16
16789,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-22 07:00:00,19.0,2023-09-22,7
16790,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-22 08:00:00,6.0,2023-09-22,8
16791,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-25 11:00:00,1.5,2023-09-25,11
16792,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-25 15:00:00,1.0,2023-09-25,15
16793,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-25 16:00:00,18.0,2023-09-25,16
16794,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-26 17:00:00,30.5,2023-09-26,17
16795,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-26 18:00:00,13.0,2023-09-26,18
16796,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-28 04:00:00,1.0,2023-09-28,4
16797,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-28 06:00:00,1.0,2023-09-28,6
16798,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-29 00:00:00,2.0,2023-09-29,0
16799,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-30 05:00:00,1.0,2023-09-30,5
16800,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-30 13:00:00,11.5,2023-09-30,13
16801,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-09-30 14:00:00,0.5,2023-09-30,14
16802,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-10-01 23:00:00,1.5,2023-10-01,23
16803,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-11-06 20:00:00,0.5,2023-11-06,20
16804,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-11-06 20:00:00,0.5,2023-11-06,20
16805,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-11-07 21:00:00,3.5,2023-11-07,21
16806,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-11-07 21:00:00,3.5,2023-11-07,21
16807,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-11-07 22:00:00,8.0,2023-11-07,22
16808,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-11-07 22:00:00,8.0,2023-11-07,22
16809,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-11-07 23:00:00,2.5,2023-11-07,23
16810,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-11-07 23:00:00,2.5,2023-11-07,23
16811,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-11-08 07:00:00,0.5,2023-11-08,7
16812,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-11-08 14:00:00,0.5,2023-11-08,14
16813,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-11-08 14:00:00,0.5,2023-11-08,14
16814,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-11-23 19:00:00,11.0,2023-11-23,19
16815,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-11-23 20:00:00,11.0,2023-11-23,20
16816,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-11-23 20:00:00,11.0,2023-11-23,20
16817,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-11-23 21:00:00,1.0,2023-11-23,21
16818,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-11-23 21:00:00,1.0,2023-11-23,21
16819,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-04 19:00:00,0.5,2023-12-04,19
16820,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-04 19:00:00,0.5,2023-12-04,19
16821,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-04 20:00:00,2.5,2023-12-04,20
16822,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-04 20:00:00,2.5,2023-12-04,20
16823,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-04 21:00:00,1.5,2023-12-04,21
16824,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-04 21:00:00,1.5,2023-12-04,21
16825,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-05 02:00:00,0.5,2023-12-05,2
16826,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-05 02:00:00,0.5,2023-12-05,2
16827,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-05 05:00:00,0.5,2023-12-05,5
16828,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-05 05:00:00,0.5,2023-12-05,5
16829,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-05 07:00:00,0.5,2023-12-05,7
16830,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-05 07:00:00,0.5,2023-12-05,7
16831,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-05 10:00:00,0.5,2023-12-05,10
16832,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-05 10:00:00,0.5,2023-12-05,10
16833,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-05 12:00:00,0.5,2023-12-05,12
16834,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-05 12:00:00,0.5,2023-12-05,12
16835,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-05 14:00:00,1.0,2023-12-05,14
16836,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-05 15:00:00,1.5,2023-12-05,15
16837,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-05 15:00:00,1.5,2023-12-05,15
16838,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-05 16:00:00,3.0,2023-12-05,16
16839,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-05 17:00:00,1.5,2023-12-05,17
16840,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-05 19:00:00,0.5,2023-12-05,19
16841,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-05 19:00:00,0.5,2023-12-05,19
16842,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-05 21:00:00,0.5,2023-12-05,21
16843,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-05 21:00:00,0.5,2023-12-05,21
16844,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-05 22:00:00,0.5,2023-12-05,22
16845,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-05 22:00:00,0.5,2023-12-05,22
16846,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-05 23:00:00,0.5,2023-12-05,23
16847,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-06 01:00:00,0.5,2023-12-06,1
16848,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-06 01:00:00,0.5,2023-12-06,1
16849,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-06 02:00:00,0.5,2023-12-06,2
16850,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-06 02:00:00,0.5,2023-12-06,2
16851,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-06 03:00:00,1.0,2023-12-06,3
16852,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-06 03:00:00,1.0,2023-12-06,3
16853,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-06 04:00:00,0.5,2023-12-06,4
16854,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-06 04:00:00,0.5,2023-12-06,4
16855,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-06 05:00:00,1.0,2023-12-06,5
16856,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-06 05:00:00,1.0,2023-12-06,5
16857,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-06 06:00:00,0.5,2023-12-06,6
16858,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-06 07:00:00,0.5,2023-12-06,7
16859,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-06 07:00:00,0.5,2023-12-06,7
16860,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-06 08:00:00,0.5,2023-12-06,8
16861,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-06 08:00:00,0.5,2023-12-06,8
16862,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-06 09:00:00,0.5,2023-12-06,9
16863,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-06 09:00:00,0.5,2023-12-06,9
16864,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-06 10:00:00,0.5,2023-12-06,10
16865,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-06 10:00:00,0.5,2023-12-06,10
16866,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-06 12:00:00,0.5,2023-12-06,12
16867,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-06 14:00:00,0.5,2023-12-06,14
16868,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-06 14:00:00,0.5,2023-12-06,14
16869,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-06 15:00:00,1.0,2023-12-06,15
16870,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-06 15:00:00,1.0,2023-12-06,15
16871,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-06 16:00:00,1.0,2023-12-06,16
16872,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2023-12-06 17:00:00,0.5,2023-12-06,17
16873,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-04-10 12:15:00,12.5,2024-04-10,12
16874,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-04-10 12:20:00,12.5,2024-04-10,12
16875,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-04-10 12:25:00,12.5,2024-04-10,12
16876,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-04-10 13:00:00,12.5,2024-04-10,13
16877,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-04-21 19:00:00,7.0,2024-04-21,19
16878,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-04-21 19:00:00,7.0,2024-04-21,19
16879,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-05-07 22:00:00,0.5,2024-05-07,22
16880,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-05-15 21:00:00,2.0,2024-05-15,21
16881,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-05-15 23:00:00,0.5,2024-05-15,23
16882,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-05-17 02:00:00,0.5,2024-05-17,2
16883,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-05-17 03:00:00,1.0,2024-05-17,3
16884,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-05-19 01:00:00,9.0,2024-05-19,1
16885,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-05-19 01:00:00,9.0,2024-05-19,1
16886,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-05-19 02:00:00,2.0,2024-05-19,2
16887,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-05-19 02:00:00,2.0,2024-05-19,2
16888,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-05-19 05:00:00,0.5,2024-05-19,5
16889,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-05-19 05:00:00,0.5,2024-05-19,5
16890,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-05-23 20:00:00,13.5,2024-05-23,20
16891,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-05-23 20:00:00,13.5,2024-05-23,20
16892,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-05-23 21:00:00,1.5,2024-05-23,21
16893,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-05-23 21:00:00,1.5,2024-05-23,21
16894,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-05-23 22:00:00,0.5,2024-05-23,22
16895,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-05-23 22:00:00,0.5,2024-05-23,22
16896,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-05-23 23:00:00,0.5,2024-05-23,23
16897,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-05-23 23:00:00,0.5,2024-05-23,23
16898,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-05 22:00:00,2.0,2024-06-05,22
16899,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-05 23:00:00,0.5,2024-06-05,23
16900,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-06 20:00:00,0.5,2024-06-06,20
16901,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-06 20:00:00,0.5,2024-06-06,20
16902,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-06 21:00:00,0.5,2024-06-06,21
16903,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-06 21:00:00,0.5,2024-06-06,21
16904,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-08 15:00:00,0.5,2024-06-08,15
16905,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-08 15:00:00,0.5,2024-06-08,15
16906,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-08 16:00:00,20.5,2024-06-08,16
16907,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-08 16:00:00,20.5,2024-06-08,16
16908,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-08 17:00:00,1.5,2024-06-08,17
16909,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-08 17:00:00,1.5,2024-06-08,17
16910,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-11 17:00:00,8.5,2024-06-11,17
16911,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-11 17:00:00,8.5,2024-06-11,17
16912,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-11 18:00:00,8.0,2024-06-11,18
16913,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-11 18:00:00,8.0,2024-06-11,18
16914,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-18 10:00:00,218.5,2024-06-18,10
16915,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-18 18:00:00,1.5,2024-06-18,18
16916,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-18 20:00:00,9.5,2024-06-18,20
16917,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-18 21:00:00,0.5,2024-06-18,21
16918,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-18 22:00:00,1.0,2024-06-18,22
16919,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-19 04:00:00,0.5,2024-06-19,4
16920,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-19 06:00:00,1.0,2024-06-19,6
16921,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-19 06:00:00,1.0,2024-06-19,6
16922,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-19 07:00:00,0.5,2024-06-19,7
16923,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-19 07:00:00,0.5,2024-06-19,7
16924,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-19 09:00:00,7.0,2024-06-19,9
16925,Kinnerasani project,Telangana SW,36,Telangana,690,BHADRADRI,-,-,-,-,-,-,-,-,-,17.677,80.657,2024-06-19 09:00:00,7.0,2024-06-19,9
