SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,rainfall_mm,date,hour
25141,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-11 05:00:00,1.0,2025-06-11,5
25142,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-16 19:00:00,1.5,2025-06-16,19
25143,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-16 19:00:00,1.5,2025-06-16,19
25144,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-20 18:00:00,3.0,2025-06-20,18
25145,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-20 18:00:00,3.0,2025-06-20,18
25146,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-20 23:00:00,6.0,2025-06-20,23
25147,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-21 00:00:00,1.0,2025-06-21,0
25148,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-21 21:00:00,0.5,2025-06-21,21
25149,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-21 21:00:00,0.5,2025-06-21,21
25150,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-21 22:00:00,3.0,2025-06-21,22
25151,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-21 22:00:00,3.0,2025-06-21,22
25152,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-21 23:00:00,16.0,2025-06-21,23
25153,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-21 23:00:00,16.0,2025-06-21,23
25154,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-22 00:00:00,3.0,2025-06-22,0
25155,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-22 00:00:00,3.0,2025-06-22,0
25156,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-22 01:00:00,0.5,2025-06-22,1
25157,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-22 16:00:00,4.0,2025-06-22,16
25158,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-22 22:00:00,1.0,2025-06-22,22
25159,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-23 08:00:00,0.5,2025-06-23,8
25160,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-23 09:00:00,0.5,2025-06-23,9
25161,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-23 15:00:00,0.5,2025-06-23,15
25162,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-24 16:00:00,1.0,2025-06-24,16
25163,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-24 19:00:00,0.5,2025-06-24,19
25164,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-25 08:00:00,0.5,2025-06-25,8
25165,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-25 16:00:00,1.5,2025-06-25,16
25166,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-25 17:00:00,5.0,2025-06-25,17
25167,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-25 18:00:00,5.5,2025-06-25,18
25168,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-25 19:00:00,9.5,2025-06-25,19
25169,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-25 20:00:00,1.0,2025-06-25,20
25170,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-25 21:00:00,1.5,2025-06-25,21
25171,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-26 23:00:00,0.5,2025-06-26,23
25172,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-27 00:00:00,0.5,2025-06-27,0
25173,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-27 00:00:00,0.5,2025-06-27,0
25174,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-29 00:00:00,1.5,2025-06-29,0
25175,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-06-29 00:00:00,1.5,2025-06-29,0
25176,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-01 17:00:00,1.0,2025-07-01,17
25177,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-02 00:00:00,5.0,2025-07-02,0
25178,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-02 00:00:00,5.0,2025-07-02,0
25179,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-02 01:00:00,5.0,2025-07-02,1
25180,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-02 02:00:00,4.5,2025-07-02,2
25181,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-02 03:00:00,3.5,2025-07-02,3
25182,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-02 04:00:00,2.0,2025-07-02,4
25183,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-02 05:00:00,1.0,2025-07-02,5
25184,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-02 07:00:00,0.5,2025-07-02,7
25185,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-02 08:00:00,0.5,2025-07-02,8
25186,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-02 10:00:00,1.5,2025-07-02,10
25187,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-02 11:00:00,2.0,2025-07-02,11
25188,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-02 12:00:00,3.0,2025-07-02,12
25189,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-02 13:00:00,1.0,2025-07-02,13
25190,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-02 14:00:00,1.0,2025-07-02,14
25191,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-02 15:00:00,1.0,2025-07-02,15
25192,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-02 16:00:00,0.5,2025-07-02,16
25193,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-03 19:00:00,1.5,2025-07-03,19
25194,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-05 22:00:00,0.5,2025-07-05,22
25195,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-06 20:00:00,1.0,2025-07-06,20
25196,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-06 21:00:00,5.5,2025-07-06,21
25197,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-06 22:00:00,6.5,2025-07-06,22
25198,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-06 23:00:00,3.5,2025-07-06,23
25199,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-07 01:00:00,0.5,2025-07-07,1
25200,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-21 14:00:00,2.0,2025-07-21,14
25201,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-21 15:00:00,9.5,2025-07-21,15
25202,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-21 16:00:00,4.0,2025-07-21,16
25203,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-21 17:00:00,9.0,2025-07-21,17
25204,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-21 18:00:00,2.5,2025-07-21,18
25205,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-21 21:00:00,22.0,2025-07-21,21
25206,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-22 17:00:00,1.0,2025-07-22,17
25207,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-22 20:00:00,1.5,2025-07-22,20
25208,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-22 21:00:00,0.5,2025-07-22,21
25209,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-22 23:00:00,8.5,2025-07-22,23
25210,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-23 00:00:00,12.0,2025-07-23,0
25211,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-23 00:00:00,12.0,2025-07-23,0
25212,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-23 01:00:00,15.5,2025-07-23,1
25213,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-23 02:00:00,1.0,2025-07-23,2
25214,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-23 05:00:00,0.5,2025-07-23,5
25215,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-23 05:00:00,0.5,2025-07-23,5
25216,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-24 02:00:00,1.5,2025-07-24,2
25217,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-24 02:00:00,1.5,2025-07-24,2
25218,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-24 04:00:00,0.5,2025-07-24,4
25219,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-24 04:00:00,0.5,2025-07-24,4
25220,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-24 14:00:00,1.0,2025-07-24,14
25221,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-24 15:00:00,7.0,2025-07-24,15
25222,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-24 18:00:00,1.0,2025-07-24,18
25223,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-24 20:00:00,0.5,2025-07-24,20
25224,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-29 22:00:00,1.5,2025-07-29,22
25225,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-07-31 18:00:00,1.5,2025-07-31,18
25226,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-05 14:00:00,12.5,2025-08-05,14
25227,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-08 01:00:00,2.0,2025-08-08,1
25228,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-08 02:00:00,4.0,2025-08-08,2
25229,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-08 03:00:00,2.5,2025-08-08,3
25230,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-09 17:00:00,1.0,2025-08-09,17
25231,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-11 02:00:00,10.0,2025-08-11,2
25232,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-11 03:00:00,8.0,2025-08-11,3
25233,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-11 04:00:00,16.5,2025-08-11,4
25234,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-11 05:00:00,1.5,2025-08-11,5
25235,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-11 05:00:00,1.5,2025-08-11,5
25236,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-11 15:00:00,3.0,2025-08-11,15
25237,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-11 15:00:00,3.0,2025-08-11,15
25238,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-11 16:00:00,2.5,2025-08-11,16
25239,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-12 23:00:00,0.5,2025-08-12,23
25240,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-13 15:00:00,9.5,2025-08-13,15
25241,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-13 16:00:00,0.5,2025-08-13,16
25242,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-13 17:00:00,13.5,2025-08-13,17
25243,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-13 18:00:00,5.0,2025-08-13,18
25244,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-13 20:00:00,1.0,2025-08-13,20
25245,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-13 21:00:00,0.5,2025-08-13,21
25246,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-13 22:00:00,1.5,2025-08-13,22
25247,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-13 23:00:00,14.5,2025-08-13,23
25248,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-14 00:00:00,28.0,2025-08-14,0
25249,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-14 01:00:00,15.5,2025-08-14,1
25250,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-14 02:00:00,5.5,2025-08-14,2
25251,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-14 16:00:00,25.5,2025-08-14,16
25252,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-14 16:00:00,25.5,2025-08-14,16
25253,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-14 17:00:00,3.5,2025-08-14,17
25254,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-14 20:00:00,10.0,2025-08-14,20
25255,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-14 20:00:00,10.0,2025-08-14,20
25256,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-14 21:00:00,17.0,2025-08-14,21
25257,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-14 21:00:00,17.0,2025-08-14,21
25258,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-14 22:00:00,0.5,2025-08-14,22
25259,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-15 23:00:00,0.5,2025-08-15,23
25260,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-16 00:00:00,5.0,2025-08-16,0
25261,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-16 01:00:00,0.5,2025-08-16,1
25262,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-16 02:00:00,0.5,2025-08-16,2
25263,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-16 03:00:00,0.5,2025-08-16,3
25264,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-16 03:00:00,0.5,2025-08-16,3
25265,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-16 10:00:00,0.5,2025-08-16,10
25266,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-16 10:00:00,0.5,2025-08-16,10
25267,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-17 18:00:00,0.5,2025-08-17,18
25268,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-17 18:00:00,0.5,2025-08-17,18
25269,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-17 19:00:00,0.5,2025-08-17,19
25270,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-17 19:00:00,0.5,2025-08-17,19
25271,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-18 02:00:00,0.5,2025-08-18,2
25272,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-18 03:00:00,2.0,2025-08-18,3
25273,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-18 03:00:00,2.0,2025-08-18,3
25274,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-18 04:00:00,0.5,2025-08-18,4
25275,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-18 04:00:00,0.5,2025-08-18,4
25276,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-18 06:00:00,0.5,2025-08-18,6
25277,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-18 06:00:00,0.5,2025-08-18,6
25278,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-18 08:00:00,0.5,2025-08-18,8
25279,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-18 08:00:00,0.5,2025-08-18,8
25280,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-18 09:00:00,0.5,2025-08-18,9
25281,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-18 09:00:00,0.5,2025-08-18,9
25282,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-18 14:00:00,1.0,2025-08-18,14
25283,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-18 14:00:00,1.0,2025-08-18,14
25284,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-18 15:00:00,1.5,2025-08-18,15
25285,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-18 15:00:00,1.5,2025-08-18,15
25286,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-18 20:00:00,0.5,2025-08-18,20
25287,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-18 20:00:00,0.5,2025-08-18,20
25288,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-18 21:00:00,0.5,2025-08-18,21
25289,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-20 14:00:00,0.5,2025-08-20,14
25290,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-27 05:00:00,0.5,2025-08-27,5
25291,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-27 05:00:00,0.5,2025-08-27,5
25292,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-27 06:00:00,3.0,2025-08-27,6
25293,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-27 06:00:00,3.0,2025-08-27,6
25294,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-27 08:00:00,1.0,2025-08-27,8
25295,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-27 08:00:00,1.0,2025-08-27,8
25296,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-27 09:00:00,12.0,2025-08-27,9
25297,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-27 09:00:00,12.0,2025-08-27,9
25298,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-27 10:00:00,4.0,2025-08-27,10
25299,Lanka sagar,Telangana SW,36,Telangana,509,KHAMMAM,-,-,-,-,-,-,-,-,-,17.206,80.657,2025-08-27 10:00:00,4.0,2025-08-27,10
