SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
6521,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,23-06-2025 01:00,0.5
6522,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,23-06-2025 03:00,0.5
6523,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,23-06-2025 04:00,0.5
6524,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,23-06-2025 06:00,1
6525,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,23-06-2025 08:00,1.5
6526,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,23-06-2025 09:00,1.5
6527,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,23-06-2025 10:00,1
6528,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,24-06-2025 09:00,0.5
6529,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,24-06-2025 10:00,0.5
6530,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,24-06-2025 23:00,1
6531,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,25-06-2025 13:00,1
6532,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,26-06-2025 02:00,0.5
6533,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,26-06-2025 06:00,0.5
6534,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,27-06-2025 00:00,1.5
6535,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,27-06-2025 02:00,2
6536,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,27-06-2025 03:00,0.5
6537,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,27-06-2025 04:00,0.5
6538,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,27-06-2025 05:00,0.5
6539,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,27-06-2025 06:00,0.5
6540,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,27-06-2025 07:00,0.5
6541,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,27-06-2025 08:00,0.5
6542,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,27-06-2025 09:00,0.5
6543,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,30-06-2025 00:00,1
6544,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,30-06-2025 00:00,1
6545,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,30-06-2025 13:00,0.5
6546,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,01-07-2025 01:00,5
6547,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,01-07-2025 02:00,3.5
6548,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,01-07-2025 04:00,0.5
6549,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,01-07-2025 07:00,0.5
6550,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,01-07-2025 19:00,0.5
6551,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,01-07-2025 23:00,0.5
6552,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,02-07-2025 00:00,0.5
6553,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,02-07-2025 00:00,0.5
6554,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,02-07-2025 01:00,0.5
6555,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,02-07-2025 02:00,0.5
6556,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,02-07-2025 10:00,0.5
6557,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,02-07-2025 10:00,0.5
6558,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,02-07-2025 11:00,0.5
6559,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,02-07-2025 13:00,0.5
6560,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,02-07-2025 16:00,0.5
6561,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,02-07-2025 18:00,0.5
6562,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,03-07-2025 21:00,0.5
6563,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,03-07-2025 22:00,0.5
6564,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,06-07-2025 20:00,2
6565,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,07-07-2025 17:00,0.5
6566,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,10-07-2025 15:00,0.5
6567,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,10-07-2025 15:00,0.5
6568,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,21-07-2025 01:00,0.5
6569,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,21-07-2025 17:00,1
6570,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,21-07-2025 18:00,9.5
6571,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,22-07-2025 06:00,2.5
6572,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,22-07-2025 06:00,2.5
6573,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,23-07-2025 12:00,0.5
6574,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,23-07-2025 12:00,0.5
6575,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,23-07-2025 13:00,2.5
6576,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,23-07-2025 13:00,2.5
6577,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,23-07-2025 14:00,1.5
6578,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,23-07-2025 14:00,1.5
6579,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,24-07-2025 11:00,0.5
6580,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,24-07-2025 11:00,0.5
6581,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,24-07-2025 12:00,1
6582,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,24-07-2025 14:00,6.5
6583,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,24-07-2025 15:00,1
6584,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,24-07-2025 16:00,1
6585,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,24-07-2025 17:00,1
6586,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,24-07-2025 20:00,0.5
6587,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,24-07-2025 21:00,0.5
6588,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,24-07-2025 22:00,0.5
6589,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,30-07-2025 15:00,0.5
6590,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,11-08-2025 18:00,0.5
6591,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,11-08-2025 18:00,0.5
6592,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,13-08-2025 19:00,1.5
6593,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,16-08-2025 04:00,6
6594,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,16-08-2025 04:00,6
6595,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,16-08-2025 05:00,23.5
6596,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,16-08-2025 05:00,23.5
6597,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,16-08-2025 06:00,1
6598,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,16-08-2025 06:00,1
6599,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,17-08-2025 09:00,0.5
6600,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,17-08-2025 09:00,0.5
6601,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,17-08-2025 10:00,0.5
6602,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,17-08-2025 10:00,0.5
6603,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,17-08-2025 11:00,2
6604,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,17-08-2025 11:00,2
6605,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,17-08-2025 12:00,1
6606,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,17-08-2025 12:00,1
6607,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,17-08-2025 13:00,0.5
6608,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,17-08-2025 13:00,0.5
6609,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,17-08-2025 14:00,1.5
6610,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,17-08-2025 14:00,1.5
6611,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,17-08-2025 15:00,2.5
6612,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,17-08-2025 16:00,2.5
6613,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,17-08-2025 16:00,2.5
6614,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,17-08-2025 17:00,0.5
6615,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,17-08-2025 17:00,0.5
6616,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,17-08-2025 23:00,1.5
6617,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,18-08-2025 05:00,0.5
6618,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,18-08-2025 05:00,0.5
6619,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,18-08-2025 22:00,0.5
6620,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,27-08-2025 11:00,6.5
6621,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,27-08-2025 11:00,6.5
6622,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,27-08-2025 12:00,11
6623,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,27-08-2025 12:00,11
6624,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,27-08-2025 13:00,1.5
6625,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,27-08-2025 13:00,1.5
6626,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,27-08-2025 16:00,0.5
6627,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,27-08-2025 16:00,0.5
6628,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,28-08-2025 05:00,0.5
6629,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,28-08-2025 05:00,0.5
6630,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,28-08-2025 06:00,1
6631,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,28-08-2025 06:00,1
6632,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,28-08-2025 07:00,1.5
6633,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,28-08-2025 08:00,2
6634,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,28-08-2025 20:00,0.5
6635,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,28-08-2025 20:00,0.5
6636,Dowlaiswaram,Andhra Pradesh SW,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(R),-,-,Godavari,Godavari,Gowthami,-,-,Gowthami,16.93611111,81.78500000,02-09-2025 02:00,0.5
