date,day_of_week,hour,place,state,district,category,historical_tourism_index,weekend,rainfall_mm,school_holiday,holiday,local_event,rain_probability_proxy,morning,afternoon,evening
2026-01-01,Thursday,9,Amaravati Stupa,Andhra Pradesh,Palnadu,Buddhist/Heritage,180475900.8,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Amaravati Stupa,Andhra Pradesh,Palnadu,Buddhist/Heritage,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Amaravati Stupa,Andhra Pradesh,Palnadu,Buddhist/Heritage,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Amaravati Stupa,Andhra Pradesh,Palnadu,Buddhist/Heritage,180475900.8,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Araku Valley,Andhra Pradesh,Alluri Sitharama Raju,Hill Station/Nature,180475900.8,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Araku Valley,Andhra Pradesh,Alluri Sitharama Raju,Hill Station/Nature,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Araku Valley,Andhra Pradesh,Alluri Sitharama Raju,Hill Station/Nature,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Araku Valley,Andhra Pradesh,Alluri Sitharama Raju,Hill Station/Nature,180475900.8,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Belum Caves,Andhra Pradesh,Nandyal,Cave/Nature,180475900.8,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Belum Caves,Andhra Pradesh,Nandyal,Cave/Nature,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Belum Caves,Andhra Pradesh,Nandyal,Cave/Nature,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Belum Caves,Andhra Pradesh,Nandyal,Cave/Nature,180475900.8,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Bhavani Island,Andhra Pradesh,NTR,Island/Nature,180475900.8,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Bhavani Island,Andhra Pradesh,NTR,Island/Nature,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Bhavani Island,Andhra Pradesh,NTR,Island/Nature,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Bhavani Island,Andhra Pradesh,NTR,Island/Nature,180475900.8,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Borra Caves,Andhra Pradesh,Alluri Sitharama Raju,Cave/Nature,180475900.8,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Borra Caves,Andhra Pradesh,Alluri Sitharama Raju,Cave/Nature,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Borra Caves,Andhra Pradesh,Alluri Sitharama Raju,Cave/Nature,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Borra Caves,Andhra Pradesh,Alluri Sitharama Raju,Cave/Nature,180475900.8,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Chandragiri Fort,Andhra Pradesh,Tirupati,Fort/Heritage,180475900.8,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Chandragiri Fort,Andhra Pradesh,Tirupati,Fort/Heritage,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Chandragiri Fort,Andhra Pradesh,Tirupati,Fort/Heritage,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Chandragiri Fort,Andhra Pradesh,Tirupati,Fort/Heritage,180475900.8,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Horsley Hills,Andhra Pradesh,Annamayya,Hill Station/Nature,180475900.8,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Horsley Hills,Andhra Pradesh,Annamayya,Hill Station/Nature,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Horsley Hills,Andhra Pradesh,Annamayya,Hill Station/Nature,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Horsley Hills,Andhra Pradesh,Annamayya,Hill Station/Nature,180475900.8,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Kailasagiri,Andhra Pradesh,Visakhapatnam,Hill/Nature,180475900.8,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Kailasagiri,Andhra Pradesh,Visakhapatnam,Hill/Nature,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Kailasagiri,Andhra Pradesh,Visakhapatnam,Hill/Nature,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Kailasagiri,Andhra Pradesh,Visakhapatnam,Hill/Nature,180475900.8,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Konaseema,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,Nature/Backwaters,180475900.8,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Konaseema,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,Nature/Backwaters,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Konaseema,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,Nature/Backwaters,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Konaseema,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,Nature/Backwaters,180475900.8,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Kondapalli Fort,Andhra Pradesh,NTR,Fort/Heritage,180475900.8,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Kondapalli Fort,Andhra Pradesh,NTR,Fort/Heritage,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Kondapalli Fort,Andhra Pradesh,NTR,Fort/Heritage,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Kondapalli Fort,Andhra Pradesh,NTR,Fort/Heritage,180475900.8,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Kondaveedu Fort,Andhra Pradesh,Guntur,Fort/Heritage,180475900.8,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Kondaveedu Fort,Andhra Pradesh,Guntur,Fort/Heritage,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Kondaveedu Fort,Andhra Pradesh,Guntur,Fort/Heritage,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Kondaveedu Fort,Andhra Pradesh,Guntur,Fort/Heritage,180475900.8,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Lepakshi Temple,Andhra Pradesh,Sri Sathya Sai,Heritage/Temple,180475900.8,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Lepakshi Temple,Andhra Pradesh,Sri Sathya Sai,Heritage/Temple,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Lepakshi Temple,Andhra Pradesh,Sri Sathya Sai,Heritage/Temple,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Lepakshi Temple,Andhra Pradesh,Sri Sathya Sai,Heritage/Temple,180475900.8,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Mangalagiri,Andhra Pradesh,Guntur,Temple/Hill,180475900.8,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Mangalagiri,Andhra Pradesh,Guntur,Temple/Hill,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Mangalagiri,Andhra Pradesh,Guntur,Temple/Hill,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Mangalagiri,Andhra Pradesh,Guntur,Temple/Hill,180475900.8,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Papikondalu,Andhra Pradesh,Alluri Sitharama Raju,Nature/Boating,180475900.8,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Papikondalu,Andhra Pradesh,Alluri Sitharama Raju,Nature/Boating,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Papikondalu,Andhra Pradesh,Alluri Sitharama Raju,Nature/Boating,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Papikondalu,Andhra Pradesh,Alluri Sitharama Raju,Nature/Boating,180475900.8,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Prakasam Barrage,Andhra Pradesh,NTR,River/Landmark,180475900.8,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Prakasam Barrage,Andhra Pradesh,NTR,River/Landmark,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Prakasam Barrage,Andhra Pradesh,NTR,River/Landmark,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Prakasam Barrage,Andhra Pradesh,NTR,River/Landmark,180475900.8,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Rushikonda Beach,Andhra Pradesh,Visakhapatnam,Beach,180475900.8,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Rushikonda Beach,Andhra Pradesh,Visakhapatnam,Beach,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Rushikonda Beach,Andhra Pradesh,Visakhapatnam,Beach,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Rushikonda Beach,Andhra Pradesh,Visakhapatnam,Beach,180475900.8,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Simhachalam Temple,Andhra Pradesh,Visakhapatnam,Temple,180475900.8,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Simhachalam Temple,Andhra Pradesh,Visakhapatnam,Temple,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Simhachalam Temple,Andhra Pradesh,Visakhapatnam,Temple,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Simhachalam Temple,Andhra Pradesh,Visakhapatnam,Temple,180475900.8,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Sri Venkateswara National Park,Andhra Pradesh,Tirupati,Wildlife/Nature,180475900.8,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Sri Venkateswara National Park,Andhra Pradesh,Tirupati,Wildlife/Nature,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Sri Venkateswara National Park,Andhra Pradesh,Tirupati,Wildlife/Nature,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Sri Venkateswara National Park,Andhra Pradesh,Tirupati,Wildlife/Nature,180475900.8,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Srisailam,Andhra Pradesh,Nandyal,Temple/Nature,180475900.8,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Srisailam,Andhra Pradesh,Nandyal,Temple/Nature,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Srisailam,Andhra Pradesh,Nandyal,Temple/Nature,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Srisailam,Andhra Pradesh,Nandyal,Temple/Nature,180475900.8,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Submarine Museum,Andhra Pradesh,Visakhapatnam,Museum,180475900.8,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Submarine Museum,Andhra Pradesh,Visakhapatnam,Museum,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Submarine Museum,Andhra Pradesh,Visakhapatnam,Museum,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Submarine Museum,Andhra Pradesh,Visakhapatnam,Museum,180475900.8,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Tirumala Tirupati,Andhra Pradesh,Tirupati,Temple,180475900.8,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Tirumala Tirupati,Andhra Pradesh,Tirupati,Temple,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Tirumala Tirupati,Andhra Pradesh,Tirupati,Temple,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Tirumala Tirupati,Andhra Pradesh,Tirupati,Temple,180475900.8,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Undavalli Caves,Andhra Pradesh,Guntur,Cave/Heritage,180475900.8,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Undavalli Caves,Andhra Pradesh,Guntur,Cave/Heritage,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Undavalli Caves,Andhra Pradesh,Guntur,Cave/Heritage,180475900.8,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Undavalli Caves,Andhra Pradesh,Guntur,Cave/Heritage,180475900.8,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Ananthagiri Hills,Telangana,Vikarabad,Hill Station/Nature,55975382.4,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Ananthagiri Hills,Telangana,Vikarabad,Hill Station/Nature,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Ananthagiri Hills,Telangana,Vikarabad,Hill Station/Nature,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Ananthagiri Hills,Telangana,Vikarabad,Hill Station/Nature,55975382.4,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Basara Temple,Telangana,Nirmal,Temple,55975382.4,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Basara Temple,Telangana,Nirmal,Temple,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Basara Temple,Telangana,Nirmal,Temple,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Basara Temple,Telangana,Nirmal,Temple,55975382.4,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Bhongir Fort,Telangana,Yadadri Bhuvanagiri,Fort/Heritage,55975382.4,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Bhongir Fort,Telangana,Yadadri Bhuvanagiri,Fort/Heritage,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Bhongir Fort,Telangana,Yadadri Bhuvanagiri,Fort/Heritage,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Bhongir Fort,Telangana,Yadadri Bhuvanagiri,Fort/Heritage,55975382.4,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Charminar,Telangana,Hyderabad,Historical Site,55975382.4,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Charminar,Telangana,Hyderabad,Historical Site,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Charminar,Telangana,Hyderabad,Historical Site,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Charminar,Telangana,Hyderabad,Historical Site,55975382.4,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Chowmahalla Palace,Telangana,Hyderabad,Palace/Heritage,55975382.4,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Chowmahalla Palace,Telangana,Hyderabad,Palace/Heritage,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Chowmahalla Palace,Telangana,Hyderabad,Palace/Heritage,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Chowmahalla Palace,Telangana,Hyderabad,Palace/Heritage,55975382.4,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Eturnagaram Wildlife Sanctuary,Telangana,Mulugu,Wildlife,55975382.4,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Eturnagaram Wildlife Sanctuary,Telangana,Mulugu,Wildlife,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Eturnagaram Wildlife Sanctuary,Telangana,Mulugu,Wildlife,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Eturnagaram Wildlife Sanctuary,Telangana,Mulugu,Wildlife,55975382.4,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Golconda Fort,Telangana,Hyderabad,Fort/Heritage,55975382.4,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Golconda Fort,Telangana,Hyderabad,Fort/Heritage,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Golconda Fort,Telangana,Hyderabad,Fort/Heritage,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Golconda Fort,Telangana,Hyderabad,Fort/Heritage,55975382.4,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Hussain Sagar Lake,Telangana,Hyderabad,Lake,55975382.4,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Hussain Sagar Lake,Telangana,Hyderabad,Lake,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Hussain Sagar Lake,Telangana,Hyderabad,Lake,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Hussain Sagar Lake,Telangana,Hyderabad,Lake,55975382.4,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Kaleshwaram Temple,Telangana,Jayashankar Bhupalpally,Temple,55975382.4,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Kaleshwaram Temple,Telangana,Jayashankar Bhupalpally,Temple,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Kaleshwaram Temple,Telangana,Jayashankar Bhupalpally,Temple,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Kaleshwaram Temple,Telangana,Jayashankar Bhupalpally,Temple,55975382.4,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Kawal Tiger Reserve,Telangana,Mancherial,Wildlife,55975382.4,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Kawal Tiger Reserve,Telangana,Mancherial,Wildlife,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Kawal Tiger Reserve,Telangana,Mancherial,Wildlife,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Kawal Tiger Reserve,Telangana,Mancherial,Wildlife,55975382.4,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Keesaragutta Temple,Telangana,Medchal-Malkajgiri,Temple,55975382.4,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Keesaragutta Temple,Telangana,Medchal-Malkajgiri,Temple,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Keesaragutta Temple,Telangana,Medchal-Malkajgiri,Temple,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Keesaragutta Temple,Telangana,Medchal-Malkajgiri,Temple,55975382.4,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Kuntala Waterfall,Telangana,Nirmal,Waterfall/Nature,55975382.4,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Kuntala Waterfall,Telangana,Nirmal,Waterfall/Nature,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Kuntala Waterfall,Telangana,Nirmal,Waterfall/Nature,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Kuntala Waterfall,Telangana,Nirmal,Waterfall/Nature,55975382.4,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Laknavaram Lake,Telangana,Mulugu,Lake/Nature,55975382.4,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Laknavaram Lake,Telangana,Mulugu,Lake/Nature,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Laknavaram Lake,Telangana,Mulugu,Lake/Nature,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Laknavaram Lake,Telangana,Mulugu,Lake/Nature,55975382.4,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Manjira Wildlife Sanctuary,Telangana,Sangareddy,Wildlife,55975382.4,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Manjira Wildlife Sanctuary,Telangana,Sangareddy,Wildlife,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Manjira Wildlife Sanctuary,Telangana,Sangareddy,Wildlife,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Manjira Wildlife Sanctuary,Telangana,Sangareddy,Wildlife,55975382.4,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Medak Cathedral,Telangana,Medak,Church/Heritage,55975382.4,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Medak Cathedral,Telangana,Medak,Church/Heritage,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Medak Cathedral,Telangana,Medak,Church/Heritage,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Medak Cathedral,Telangana,Medak,Church/Heritage,55975382.4,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Medak Fort,Telangana,Medak,Fort/Heritage,55975382.4,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Medak Fort,Telangana,Medak,Fort/Heritage,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Medak Fort,Telangana,Medak,Fort/Heritage,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Medak Fort,Telangana,Medak,Fort/Heritage,55975382.4,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Nagarjuna Sagar,Telangana,Nalgonda,Dam/Nature,55975382.4,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Nagarjuna Sagar,Telangana,Nalgonda,Dam/Nature,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Nagarjuna Sagar,Telangana,Nalgonda,Dam/Nature,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Nagarjuna Sagar,Telangana,Nalgonda,Dam/Nature,55975382.4,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Pillalamarri,Telangana,Mahabubnagar,Nature/Heritage,55975382.4,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Pillalamarri,Telangana,Mahabubnagar,Nature/Heritage,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Pillalamarri,Telangana,Mahabubnagar,Nature/Heritage,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Pillalamarri,Telangana,Mahabubnagar,Nature/Heritage,55975382.4,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Pochera Waterfall,Telangana,Nirmal,Waterfall/Nature,55975382.4,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Pochera Waterfall,Telangana,Nirmal,Waterfall/Nature,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Pochera Waterfall,Telangana,Nirmal,Waterfall/Nature,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Pochera Waterfall,Telangana,Nirmal,Waterfall/Nature,55975382.4,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Ramappa Temple,Telangana,Mulugu,Temple/UNESCO,55975382.4,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Ramappa Temple,Telangana,Mulugu,Temple/UNESCO,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Ramappa Temple,Telangana,Mulugu,Temple/UNESCO,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Ramappa Temple,Telangana,Mulugu,Temple/UNESCO,55975382.4,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Ramoji Film City,Telangana,Rangareddy,Entertainment,55975382.4,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Ramoji Film City,Telangana,Rangareddy,Entertainment,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Ramoji Film City,Telangana,Rangareddy,Entertainment,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Ramoji Film City,Telangana,Rangareddy,Entertainment,55975382.4,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Salar Jung Museum,Telangana,Hyderabad,Museum,55975382.4,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Salar Jung Museum,Telangana,Hyderabad,Museum,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Salar Jung Museum,Telangana,Hyderabad,Museum,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Salar Jung Museum,Telangana,Hyderabad,Museum,55975382.4,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Shilparamam,Telangana,Hyderabad,Culture/Arts,55975382.4,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Shilparamam,Telangana,Hyderabad,Culture/Arts,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Shilparamam,Telangana,Hyderabad,Culture/Arts,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Shilparamam,Telangana,Hyderabad,Culture/Arts,55975382.4,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Somasila,Telangana,Nagarkurnool,Nature/Backwaters,55975382.4,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Somasila,Telangana,Nagarkurnool,Nature/Backwaters,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Somasila,Telangana,Nagarkurnool,Nature/Backwaters,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Somasila,Telangana,Nagarkurnool,Nature/Backwaters,55975382.4,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Thousand Pillar Temple,Telangana,Hanamkonda,Temple/Heritage,55975382.4,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Thousand Pillar Temple,Telangana,Hanamkonda,Temple/Heritage,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Thousand Pillar Temple,Telangana,Hanamkonda,Temple/Heritage,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Thousand Pillar Temple,Telangana,Hanamkonda,Temple/Heritage,55975382.4,0,0.0,0,0,0,0,0,0,1
2026-01-01,Thursday,9,Vemulawada Temple,Telangana,Rajanna Sircilla,Temple,55975382.4,0,0.0,0,0,0,0,1,0,0
2026-01-01,Thursday,12,Vemulawada Temple,Telangana,Rajanna Sircilla,Temple,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,15,Vemulawada Temple,Telangana,Rajanna Sircilla,Temple,55975382.4,0,0.0,0,0,0,0,0,1,0
2026-01-01,Thursday,18,Vemulawada Temple,Telangana,Rajanna Sircilla,Temple,55975382.4,0,0.0,0,0,0,0,0,0,1
